,precision,recall,f1-score,support
0,0.6,1.0,0.7499999999999999,6.0
1,0.9667870036101083,0.9646974063400576,0.9657410746483952,1388.0
2,0.9870466321243523,0.9645569620253165,0.9756722151088348,790.0
3,0.9471153846153846,1.0,0.9728395061728395,197.0
4,0.9582417582417583,0.9841986455981941,0.9710467706013363,443.0
5,0.945983379501385,0.9898550724637681,0.9674220963172804,690.0
6,0.65,1.0,0.787878787878788,13.0
7,1.0,1.0,1.0,438.0
8,1.0,1.0,1.0,5.0
9,0.9470899470899471,0.9603004291845494,0.953649440596697,932.0
10,0.9888412017167382,0.9540372670807453,0.971127502634352,2415.0
11,0.9961685823754789,0.9403254972875226,0.9674418604651163,553.0
12,0.9763313609467456,1.0,0.9880239520958084,165.0
13,0.9737470167064439,0.9991836734693877,0.9863013698630136,1225.0
14,0.9584487534626038,1.0,0.9787835926449787,346.0
15,0.8833333333333333,1.0,0.9380530973451328,53.0
accuracy,0.971736204576043,0.971736204576043,0.971736204576043,0.971736204576043
macro avg,0.9236958971077674,0.9848221845905964,0.9483738291482858,9659.0
weighted avg,0.9726186795930304,0.971736204576043,0.971840257590795,9659.0
,precision,recall,f1-score,support
0,0.46153846153846156,1.0,0.631578947368421,6.0
1,0.9709923664122138,0.9164265129682997,0.9429206819866567,1388.0
2,0.9628205128205128,0.950632911392405,0.956687898089172,790.0
3,0.8208333333333333,1.0,0.9016018306636155,197.0
4,0.9850746268656716,0.8939051918735892,0.9372781065088758,443.0
5,0.9687943262411347,0.9898550724637681,0.9792114695340502,690.0
6,0.3939393939393939,1.0,0.5652173913043478,13.0
7,0.9887133182844243,1.0,0.9943246311010215,438.0
8,0.25,1.0,0.4,5.0
9,0.8901846452866861,0.9828326180257511,0.9342172361040285,932.0
10,0.9710515112813963,0.9445134575569358,0.9575986565911,2415.0
11,0.9830827067669173,0.945750452079566,0.9640552995391705,553.0
12,0.9649122807017544,1.0,0.9821428571428572,165.0
13,0.9975328947368421,0.990204081632653,0.9938549774682508,1225.0
14,0.9584487534626038,1.0,0.9787835926449787,346.0
15,0.9454545454545454,0.9811320754716981,0.9629629629629629,53.0
accuracy,0.9583807847603272,0.9583807847603272,0.9583807847603272,0.9583807847603272
macro avg,0.8445858548203682,0.9747032733415416,0.8801522836880944,9659.0
weighted avg,0.9626700181645473,0.9583807847603272,0.9594502939605548,9659.0
,precision,recall,f1-score,support
0,0.375,1.0,0.5454545454545454,6.0
1,0.9483636363636364,0.9394812680115274,0.9439015562794064,1388.0
2,1.0,0.9177215189873418,0.9570957095709571,790.0
3,0.8277310924369747,1.0,0.9057471264367816,197.0
4,0.9755011135857461,0.9887133182844243,0.9820627802690582,443.0
5,0.9210174029451138,0.9971014492753624,0.9575504523312457,690.0
6,0.7222222222222222,1.0,0.8387096774193548,13.0
7,0.9977220956719818,1.0,0.9988597491448118,438.0
8,0.8333333333333334,1.0,0.9090909090909091,5.0
9,0.8957298907646475,0.9678111587982833,0.9303764827230532,932.0
10,0.984182776801406,0.927536231884058,0.9550202515455126,2415.0
11,0.9961904761904762,0.945750452079566,0.9703153988868274,553.0
12,0.9428571428571428,1.0,0.9705882352941176,165.0
13,0.9951060358890701,0.9959183673469387,0.9955120359037127,1225.0
14,0.9202127659574468,1.0,0.9584487534626039,346.0
15,0.8688524590163934,1.0,0.9298245614035088,53.0
accuracy,0.9590019670773372,0.9590019670773372,0.9590019670773372,0.9590019670773372
macro avg,0.8877514027522244,0.9800021102917189,0.9217848890760254,9659.0
weighted avg,0.9619404394532948,0.9590019670773372,0.9594452049203303,9659.0
,precision,recall,f1-score,support
0,0.6666666666666666,1.0,0.8,6.0
1,0.9735202492211839,0.9005763688760807,0.93562874251497,1388.0
2,0.9233716475095786,0.9151898734177215,0.919262555626192,790.0
3,0.7576923076923077,1.0,0.862144420131291,197.0
4,0.9832535885167464,0.927765237020316,0.9547038327526133,443.0
5,0.9828815977175464,0.9985507246376811,0.9906542056074766,690.0
6,0.8125,1.0,0.896551724137931,13.0
7,1.0,1.0,1.0,438.0
8,0.7142857142857143,1.0,0.8333333333333333,5.0
9,0.9506172839506173,0.9087982832618026,0.9292375205704881,932.0
10,0.9639004149377594,0.9619047619047619,0.9629015544041452,2415.0
11,0.9214285714285714,0.9330922242314648,0.9272237196765499,553.0
12,0.9763313609467456,1.0,0.9880239520958084,165.0
13,0.9935117599351176,1.0,0.9967453213995118,1225.0
14,0.8646616541353384,0.9971098265895953,0.9261744966442953,346.0
15,0.654320987654321,1.0,0.791044776119403,53.0
accuracy,0.9531007350657418,0.9531007350657418,0.9531007350657418,0.9531007350657418
macro avg,0.8836839877873883,0.971436706246214,0.9196018846883756,9659.0
weighted avg,0.9561260998702051,0.9531007350657418,0.9535614103947264,9659.0
,precision,recall,f1-score,support
0,0.75,1.0,0.8571428571428571,6.0
1,0.9444444444444444,0.9553314121037464,0.9498567335243553,1388.0
2,0.9458762886597938,0.9291139240506329,0.9374201787994891,790.0
3,0.7943548387096774,1.0,0.8853932584269663,197.0
4,0.9640449438202248,0.9683972911963883,0.9662162162162162,443.0
5,0.9423868312757202,0.9956521739130435,0.9682875264270614,690.0
6,0.7222222222222222,1.0,0.8387096774193548,13.0
7,1.0,1.0,1.0,438.0
8,0.7142857142857143,1.0,0.8333333333333333,5.0
9,0.9105527638190954,0.9721030042918455,0.9403217436429684,932.0
10,0.9977262391996362,0.9084886128364389,0.9510186389250108,2415.0
11,0.9607142857142857,0.972875226039783,0.9667565139263252,553.0
12,0.9428571428571428,1.0,0.9705882352941176,165.0
